"07459: Befolkning, etter region, år og statistikkvariabel"

"region";"år";"Personer"
"K-1535 Vestnes";"2020";6532
"K-1539 Rauma";"2020";7468
"K-1547 Aukra";"2020";3509
"K-1554 Averøy";"2020";5788
"K-1557 Gjemnes";"2020";2629
"K-1560 Tingvoll";"2020";3025
"K-1563 Sunndal";"2020";7036
"K-1566 Surnadal";"2020";5920
"K-1573 Smøla";"2020";2150
"K-1576 Aure";"2020";3507
"K-1577 Volda";"2020";10473
"K-1578 Fjord";"2020";2549
"K-1579 Hustadvika";"2020";13279
"K-5001 Trondheim";"2020";205163
"K-5006 Steinkjer";"2020";24357
"K-5007 Namsos";"2020";15230
"K-5014 Frøya";"2020";5151
"K-5020 Osen";"2020";948
"K-5021 Oppdal";"2020";7001
"K-5022 Rennebu";"2020";2486
"K-5025 Røros";"2020";5581
"K-5026 Holtålen";"2020";1981
"K-5027 Midtre Gauldal";"2020";6238
"K-5028 Melhus";"2020";16733
"K-5029 Skaun";"2020";8325
"K-5031 Malvik";"2020";14148
"K-5032 Selbu";"2020";4062
"K-5033 Tydal";"2020";769
"K-5034 Meråker";"2020";2422
"K-5035 Stjørdal";"2020";24145
"K-5036 Frosta";"2020";2627
"K-5037 Levanger";"2020";20164
"K-5038 Verdal";"2020";14948
"K-5041 Snåase - Snåsa";"2020";2063
"K-5042 Lierne";"2020";1355
"K-5043 Raarvihke - Røyrvik";"2020";461
"K-5044 Namsskogan";"2020";843
"K-5045 Grong";"2020";2359
"K-5046 Høylandet";"2020";1231
"K-5047 Overhalla";"2020";3884
"K-5049 Flatanger";"2020";1103
"K-5052 Leka";"2020";557
"K-5053 Inderøy";"2020";6816
"K-5054 Indre Fosen";"2020";10084
"K-5055 Heim";"2020";5963
"K-5056 Hitra";"2020";5050
"K-5057 Ørland";"2020";10323
"K-5058 Åfjord";"2020";4288
"K-5059 Orkland";"2020";18217
"K-5060 Nærøysund";"2020";9623
"K-5061 Rindal";"2020";2003
"K-1804 Bodø";"2020";52357
"K-1806 Narvik";"2020";21845
"K-1811 Bindal";"2020";1426
"K-1812 Sømna";"2020";1975
"K-1813 Brønnøy";"2020";7917
"K-1815 Vega";"2020";1200
"K-1816 Vevelstad";"2020";462
"K-1818 Herøy (Nordland)";"2020";1777
"K-1820 Alstahaug";"2020";7447
"K-1822 Leirfjord";"2020";2294
"K-1824 Vefsn";"2020";13278
"K-1825 Grane";"2020";1482
"K-1826 Hattfjelldal";"2020";1297
"K-1827 Dønna";"2020";1371
"K-1828 Nesna";"2020";1761
"K-1832 Hemnes";"2020";4454
"K-1833 Rana";"2020";26184
"K-1834 Lurøy";"2020";1890
"K-1835 Træna";"2020";435
"K-1836 Rødøy";"2020";1213
"K-1837 Meløy";"2020";6288
"K-1838 Gildeskål";"2020";1950
"K-1839 Beiarn";"2020";1017
"K-1840 Saltdal";"2020";4671
"K-1841 Fauske - Fuosko";"2020";9739
"K-1845 Sørfold";"2020";1926
"K-1848 Steigen";"2020";2608
"K-1851 Lødingen";"2020";2034
"K-1853 Evenes - Evenássi";"2020";1348
"K-1856 Røst";"2020";498
"K-1857 Værøy";"2020";728
"K-1859 Flakstad";"2020";1272
"K-1860 Vestvågøy";"2020";11433
"K-1865 Vågan";"2020";9608
"K-1866 Hadsel";"2020";8061
"K-1867 Bø";"2020";2569
"K-1868 Øksnes";"2020";4410
"K-1870 Sortland - Suortá";"2020";10566
"K-1871 Andøy";"2020";4663
"K-1874 Moskenes";"2020";1015
"K-1875 Hamarøy";"2020";2766
"K-5401 Tromsø";"2020";76974
"K-5402 Harstad";"2020";24703
"K-5403 Alta";"2020";20789
"K-5404 Vardø";"2020";2029
"K-5405 Vadsø";"2020";5788
"K-5406 Hammerfest";"2020";11448
"K-5411 Kvæfjord";"2020";2839
"K-5412 Tjeldsund";"2020";4216
"K-5413 Ibestad";"2020";1361
"K-5414 Gratangen";"2020";1091
"K-5415 Loabák - Lavangen";"2020";1034
"K-5416 Bardu";"2020";4005
"K-5417 Salangen";"2020";2146
"K-5418 Målselv";"2020";6640
"K-5419 Sørreisa";"2020";3464
"K-5420 Dyrøy";"2020";1083
"K-5421 Senja";"2020";14851
"K-5422 Balsfjord";"2020";5559
"K-5423 Karlsøy";"2020";2200
"K-5424 Lyngen";"2020";2794
"K-5425 Storfjord - Omasvuotna - Omasvuono";"2020";1829
"K-5426 Gáivuotna - Kåfjord - Kaivuono";"2020";2071
"K-5427 Skjervøy";"2020";2927
"K-5428 Nordreisa";"2020";4861
"K-5429 Kvænangen";"2020";1191
"K-5430 Guovdageaidnu - Kautokeino";"2020";2910
"K-5432 Loppa";"2020";888
"K-5433 Hasvik";"2020";1005
"K-5434 Måsøy";"2020";1225
"K-5435 Nordkapp";"2020";3162
"K-5436 Porsanger - Porsángu - Porsanki ";"2020";3998
"K-5437 Kárásjohka - Karasjok";"2020";2628
"K-5438 Lebesby";"2020";1290
"K-5439 Gamvik";"2020";1132
"K-5440 Berlevåg";"2020";957
"K-5441 Deatnu - Tana";"2020";2918
"K-5442 Unjárga - Nesseby";"2020";926
"K-5443 Båtsfjord";"2020";2221
"K-5444 Sør-Varanger";"2020";10158
"K-21-22 Svalbard og Jan Mayen";"2020";0
"K-23 Kontinentalsokkelen";"2020";0
"K-Rest Delte kommuner og uoppgitt";"2020";0
