"07459: Befolkning, etter region, år og statistikkvariabel"

"region";"år";"Personer"
"K-1871 Andøy";"2018";4902
"K-1874 Moskenes";"2018";1068
"K-1875 Hamarøy";"2018";0
"K-5401 Tromsø";"2018";75638
"K-5402 Harstad";"2018";24820
"K-5403 Alta";"2018";20635
"K-5404 Vardø";"2018";2110
"K-5405 Vadsø";"2018";6033
"K-5406 Hammerfest";"2018";11560
"K-5411 Kvæfjord";"2018";2928
"K-5412 Tjeldsund";"2018";4253
"K-5413 Ibestad";"2018";1380
"K-5414 Gratangen";"2018";1117
"K-5415 Loabák - Lavangen";"2018";1061
"K-5416 Bardu";"2018";3979
"K-5417 Salangen";"2018";2226
"K-5418 Målselv";"2018";6798
"K-5419 Sørreisa";"2018";3494
"K-5420 Dyrøy";"2018";1165
"K-5421 Senja";"2018";15025
"K-5422 Balsfjord";"2018";5653
"K-5423 Karlsøy";"2018";2263
"K-5424 Lyngen";"2018";2877
"K-5425 Storfjord - Omasvuotna - Omasvuono";"2018";1856
"K-5426 Gáivuotna - Kåfjord - Kaivuono";"2018";2132
"K-5427 Skjervøy";"2018";2925
"K-5428 Nordreisa";"2018";4944
"K-5429 Kvænangen";"2018";1224
"K-5430 Guovdageaidnu - Kautokeino";"2018";2946
"K-5432 Loppa";"2018";941
"K-5433 Hasvik";"2018";1022
"K-5434 Måsøy";"2018";1231
"K-5435 Nordkapp";"2018";3239
"K-5436 Porsanger - Porsángu - Porsanki ";"2018";3964
"K-5437 Kárásjohka - Karasjok";"2018";2701
"K-5438 Lebesby";"2018";1349
"K-5439 Gamvik";"2018";1153
"K-5440 Berlevåg";"2018";983
"K-5441 Deatnu - Tana";"2018";2922
"K-5442 Unjárga - Nesseby";"2018";944
"K-5443 Båtsfjord";"2018";2263
"K-5444 Sør-Varanger";"2018";10171
"K-21-22 Svalbard og Jan Mayen";"2018";0
"K-23 Kontinentalsokkelen";"2018";0
"K-Rest Delte kommuner og uoppgitt";"2018";53892
