"07459: Befolkning, etter region, år og statistikkvariabel"

"region";"år";"Personer"
"K-3453 Øystre Slidre";"2019";3208
"K-3454 Vang";"2019";1610
"K-3801 Horten";"2019";27334
"K-3802 Holmestrand";"2019";24275
"K-3803 Tønsberg";"2019";55706
"K-3804 Sandefjord";"2019";63271
"K-3805 Larvik";"2019";47107
"K-3806 Porsgrunn";"2019";36224
"K-3807 Skien";"2019";54645
"K-3808 Notodden";"2019";12682
"K-3811 Færder";"2019";26700
"K-3812 Siljan";"2019";2329
"K-3813 Bamble";"2019";14089
"K-3814 Kragerø";"2019";10406
"K-3815 Drangedal";"2019";4080
"K-3816 Nome";"2019";6538
"K-3817 Midt-Telemark";"2019";10923
"K-3818 Tinn";"2019";5780
"K-3819 Hjartdal";"2019";1572
"K-3820 Seljord";"2019";2934
"K-3821 Kviteseid";"2019";2403
"K-3822 Nissedal";"2019";1476
"K-3823 Fyresdal";"2019";1286
"K-3824 Tokke";"2019";2228
"K-3825 Vinje";"2019";3723
"K-4201 Risør";"2019";6848
"K-4202 Grimstad";"2019";23246
"K-4203 Arendal";"2019";44785
"K-4204 Kristiansand";"2019";110391
"K-4205 Lindesnes";"2019";22909
"K-4206 Farsund";"2019";9695
"K-4207 Flekkefjord";"2019";9066
"K-4211 Gjerstad";"2019";2454
"K-4212 Vegårshei";"2019";2093
"K-4213 Tvedestrand";"2019";6069
"K-4214 Froland";"2019";5845
"K-4215 Lillesand";"2019";10990
"K-4216 Birkenes";"2019";5212
"K-4217 Åmli";"2019";1848
"K-4218 Iveland";"2019";1326
"K-4219 Evje og Hornnes";"2019";3638
"K-4220 Bygland";"2019";1192
"K-4221 Valle";"2019";1156
"K-4222 Bykle";"2019";953
"K-4223 Vennesla";"2019";14630
"K-4224 Åseral";"2019";939
"K-4225 Lyngdal";"2019";10389
"K-4226 Hægebostad";"2019";1683
"K-4227 Kvinesdal";"2019";6048
"K-4228 Sirdal";"2019";1839
"K-1101 Eigersund";"2019";14830
"K-1103 Stavanger";"2019";142034
"K-1106 Haugesund";"2019";37250
"K-1108 Sandnes";"2019";78439
"K-1111 Sokndal";"2019";3305
"K-1112 Lund";"2019";3213
"K-1114 Bjerkreim";"2019";2807
"K-1119 Hå";"2019";18814
"K-1120 Klepp";"2019";19354
"K-1121 Time";"2019";18795
"K-1122 Gjesdal";"2019";11899
"K-1124 Sola";"2019";26582
"K-1127 Randaberg";"2019";11053
"K-1130 Strand";"2019";12720
"K-1133 Hjelmeland";"2019";2684
"K-1134 Suldal";"2019";3794
"K-1135 Sauda";"2019";4597
"K-1144 Kvitsøy";"2019";516
"K-1145 Bokn";"2019";840
"K-1146 Tysvær";"2019";11028
"K-1149 Karmøy";"2019";42161
"K-1151 Utsira";"2019";196
"K-1160 Vindafjord";"2019";8743
"K-4601 Bergen";"2019";281190
"K-4602 Kinn";"2019";17822
"K-4611 Etne";"2019";4077
"K-4612 Sveio";"2019";5721
"K-4613 Bømlo";"2019";11960
"K-4614 Stord";"2019";18699
"K-4615 Fitjar";"2019";3201
"K-4616 Tysnes";"2019";2846
"K-4617 Kvinnherad";"2019";13137
"K-4618 Ullensvang";"2019";11152
"K-4619 Eidfjord";"2019";906
"K-4620 Ulvik";"2019";1093
"K-4621 Voss";"2019";15543
"K-4622 Kvam";"2019";8441
"K-4623 Samnanger";"2019";2465
"K-4624 Bjørnafjorden";"2019";24665
"K-4625 Austevoll";"2019";5212
"K-4626 Øygarden";"2019";38117
"K-4627 Askøy";"2019";29275
"K-4628 Vaksdal";"2019";4045
"K-4629 Modalen";"2019";380
"K-4630 Osterøy";"2019";8120
"K-4631 Alver";"2019";29090
"K-4632 Austrheim";"2019";2887
"K-4633 Fedje";"2019";562
"K-4634 Masfjorden";"2019";1711
"K-4635 Gulen";"2019";2322
"K-4636 Solund";"2019";820
"K-4637 Hyllestad";"2019";1366
"K-4638 Høyanger";"2019";4091
"K-4639 Vik";"2019";2672
"K-4640 Sogndal";"2019";11801
"K-4641 Aurland";"2019";1764
"K-4642 Lærdal";"2019";2151
"K-4643 Årdal";"2019";5245
"K-4644 Luster";"2019";5195
"K-4645 Askvoll";"2019";3038
"K-4646 Fjaler";"2019";2770
"K-4647 Sunnfjord";"2019";21959
"K-4648 Bremanger";"2019";3705
"K-4649 Stad";"2019";8898
"K-4650 Gloppen";"2019";5836
"K-4651 Stryn";"2019";7167
"K-1505 Kristiansund";"2019";24274
"K-1506 Molde";"2019";31976
"K-1507 Ålesund";"2019";65633
"K-1511 Vanylven";"2019";3163
"K-1514 Sande";"2019";2493
"K-1515 Herøy (Møre og Romsdal)";"2019";8927
"K-1516 Ulstein";"2019";8609
"K-1517 Hareid";"2019";5155
"K-1520 Ørsta";"2019";10857
"K-1525 Stranda";"2019";4565
"K-1528 Sykkylven";"2019";7657
"K-1531 Sula";"2019";9271
"K-1532 Giske";"2019";8398
"K-1535 Vestnes";"2019";6536
"K-1539 Rauma";"2019";7487
"K-1547 Aukra";"2019";3539
"K-1554 Averøy";"2019";5849
"K-1557 Gjemnes";"2019";2641
"K-1560 Tingvoll";"2019";3045
"K-1563 Sunndal";"2019";7106
"K-1566 Surnadal";"2019";5928
"K-1573 Smøla";"2019";2134
"K-1576 Aure";"2019";3553
"K-1577 Volda";"2019";10349
"K-1578 Fjord";"2019";2592
"K-1579 Hustadvika";"2019";13233
"K-5001 Trondheim";"2019";202235
"K-5006 Steinkjer";"2019";24539
"K-5007 Namsos";"2019";15294
"K-5014 Frøya";"2019";5068
"K-5020 Osen";"2019";947
"K-5021 Oppdal";"2019";6975
"K-5022 Rennebu";"2019";2501
"K-5025 Røros";"2019";5610
"K-5026 Holtålen";"2019";2025
"K-5027 Midtre Gauldal";"2019";6246
"K-5028 Melhus";"2019";16562
"K-5029 Skaun";"2019";8231
"K-5031 Malvik";"2019";14040
"K-5032 Selbu";"2019";4088
"K-5033 Tydal";"2019";794
"K-5034 Meråker";"2019";2432
"K-5035 Stjørdal";"2019";24028
"K-5036 Frosta";"2019";2632
"K-5037 Levanger";"2019";20254
"K-5038 Verdal";"2019";14933
"K-5041 Snåase - Snåsa";"2019";2100
"K-5042 Lierne";"2019";1386
"K-5043 Raarvihke - Røyrvik";"2019";482
"K-5044 Namsskogan";"2019";871
"K-5045 Grong";"2019";2374
"K-5046 Høylandet";"2019";1254
"K-5047 Overhalla";"2019";3879
"K-5049 Flatanger";"2019";1103
"K-5052 Leka";"2019";567
"K-5053 Inderøy";"2019";6804
"K-5054 Indre Fosen";"2019";9988
"K-5055 Heim";"2019";0
"K-5056 Hitra";"2019";0
"K-5057 Ørland";"2019";10238
"K-5058 Åfjord";"2019";4297
"K-5059 Orkland";"2019";0
"K-5060 Nærøysund";"2019";9650
"K-5061 Rindal";"2019";2028
"K-1804 Bodø";"2019";52024
"K-1806 Narvik";"2019";0
"K-1811 Bindal";"2019";1450
"K-1812 Sømna";"2019";2014
"K-1813 Brønnøy";"2019";7916
"K-1815 Vega";"2019";1232
"K-1816 Vevelstad";"2019";497
"K-1818 Herøy (Nordland)";"2019";1780
"K-1820 Alstahaug";"2019";7415
"K-1822 Leirfjord";"2019";2320
"K-1824 Vefsn";"2019";13403
"K-1825 Grane";"2019";1493
"K-1826 Hattfjelldal";"2019";1359
"K-1827 Dønna";"2019";1391
"K-1828 Nesna";"2019";1792
"K-1832 Hemnes";"2019";4501
"K-1833 Rana";"2019";26315
"K-1834 Lurøy";"2019";1904
"K-1835 Træna";"2019";456
"K-1836 Rødøy";"2019";1238
"K-1837 Meløy";"2019";6331
"K-1838 Gildeskål";"2019";1978
"K-1839 Beiarn";"2019";1022
"K-1840 Saltdal";"2019";4657
"K-1841 Fauske - Fuosko";"2019";9760
"K-1845 Sørfold";"2019";1975
"K-1848 Steigen";"2019";2576
"K-1851 Lødingen";"2019";2077
"K-1853 Evenes - Evenássi";"2019";1387
"K-1856 Røst";"2019";508
"K-1857 Værøy";"2019";732
"K-1859 Flakstad";"2019";1292
"K-1860 Vestvågøy";"2019";11480
"K-1865 Vågan";"2019";9595
"K-1866 Hadsel";"2019";8091
"K-1867 Bø";"2019";2616
"K-1868 Øksnes";"2019";4449
"K-1870 Sortland - Suortá";"2019";10518
"K-1871 Andøy";"2019";4771
"K-1874 Moskenes";"2019";1039
"K-1875 Hamarøy";"2019";0
"K-5401 Tromsø";"2019";76649
"K-5402 Harstad";"2019";24827
"K-5403 Alta";"2019";20665
"K-5404 Vardø";"2019";2081
"K-5405 Vadsø";"2019";5894
"K-5406 Hammerfest";"2019";11524
"K-5411 Kvæfjord";"2019";2858
"K-5412 Tjeldsund";"2019";4268
"K-5413 Ibestad";"2019";1375
"K-5414 Gratangen";"2019";1105
"K-5415 Loabák - Lavangen";"2019";1042
"K-5416 Bardu";"2019";4030
"K-5417 Salangen";"2019";2183
"K-5418 Målselv";"2019";6805
"K-5419 Sørreisa";"2019";3489
"K-5420 Dyrøy";"2019";1129
"K-5421 Senja";"2019";15011
"K-5422 Balsfjord";"2019";5625
"K-5423 Karlsøy";"2019";2252
"K-5424 Lyngen";"2019";2847
"K-5425 Storfjord - Omasvuotna - Omasvuono";"2019";1841
"K-5426 Gáivuotna - Kåfjord - Kaivuono";"2019";2097
"K-5427 Skjervøy";"2019";2917
"K-5428 Nordreisa";"2019";4909
"K-5429 Kvænangen";"2019";1202
"K-5430 Guovdageaidnu - Kautokeino";"2019";2924
"K-5432 Loppa";"2019";917
"K-5433 Hasvik";"2019";1045
"K-5434 Måsøy";"2019";1235
"K-5435 Nordkapp";"2019";3218
"K-5436 Porsanger - Porsángu - Porsanki ";"2019";3944
"K-5437 Kárásjohka - Karasjok";"2019";2673
"K-5438 Lebesby";"2019";1328
"K-5439 Gamvik";"2019";1169
"K-5440 Berlevåg";"2019";981
"K-5441 Deatnu - Tana";"2019";2900
"K-5442 Unjárga - Nesseby";"2019";941
"K-5443 Båtsfjord";"2019";2270
"K-5444 Sør-Varanger";"2019";10156
"K-21-22 Svalbard og Jan Mayen";"2019";0
"K-23 Kontinentalsokkelen";"2019";0
"K-Rest Delte kommuner og uoppgitt";"2019";53951
